Total general_cotizantes,Total Región Distrito Nacional_cotizantes,Total 0 - Santo Domingo_cotizantes,Distrito Nacional_cotizantes,Monte Plata_cotizantes,Santo Domingo_cotizantes,Total Región Este_cotizantes,Total V - Este_cotizantes,El Seybo_cotizantes,Hato Mayor del Rey_cotizantes,La Altagracia_cotizantes,La Romana_cotizantes,San Pedro de Macorís_cotizantes,Total Región Norte_cotizantes,Total II - Norcentral_cotizantes,Espaillat_cotizantes,Puerto Plata_cotizantes,Santiago_cotizantes,Total III - Nordeste_cotizantes,Duarte_cotizantes,Hermanas Mirabal_cotizantes,Maria Trinidad Sanchez_cotizantes,Samana,Total VII - Cibao Occidental_cotizantes,Dajabon_cotizantes,Montecristi_cotizantes,Santiago Rodriguez_cotizantes,Valverde_cotizantes,Total VIII - Cibao Central_cotizantes,La vega_cotizantes,Monseñor Nouel_cotizantes,Sanchez Ramirez_cotizantes,Total Región Sur_cotizantes,Total I - Valdesia_cotizantes,Peravia_cotizantes,San Cristóbal_cotizantes,San jose de Ocoa,Total IV - Enriquillo_cotizantes,Bahoruco_cotizantes,Barahona_cotizantes,Independencia_cotizantes,Pedernales_cotizantes,Total VI - El Valle_cotizantes,Azua_cotizantes,Elias Piña_cotizantes,San Juan de la Maguana_cotizantes,No Especificada_cotizantes,Month,Year,Periodo de Cobertura,Total general_no_cotizantes,Total Región Distrito Nacional_no_cotizantes,Total 0 - Santo Domingo_no_cotizantes,Distrito Nacional_no_cotizantes,Monte Plata_no_cotizantes,Santo Domingo_no_cotizantes,Total Región Este_no_cotizantes,Total V - Este_no_cotizantes,El Seybo_no_cotizantes,Hato Mayor del Rey_no_cotizantes,La Altagracia_no_cotizantes,La Romana_no_cotizantes,San Pedro de Macorís_no_cotizantes,Total Región Norte_no_cotizantes,Total II - Norcentral_no_cotizantes,Espaillat_no_cotizantes,Puerto Plata_no_cotizantes,Santiago_no_cotizantes,Total III - Nordeste_no_cotizantes,Duarte_no_cotizantes,Hermanas Mirabal_no_cotizantes,Maria Trinidad Sanchez_no_cotizantes,Samaná_regionales,Total VII - Cibao Occidental_no_cotizantes,Dajabon_no_cotizantes,Montecristi_no_cotizantes,Santiago Rodriguez_no_cotizantes,Valverde_no_cotizantes,Total VIII - Cibao Central_no_cotizantes,La vega_no_cotizantes,Monseñor Nouel_no_cotizantes,Sanchez Ramirez_no_cotizantes,Total Región Sur_no_cotizantes,Total I - Valdesia_no_cotizantes,Peravia_no_cotizantes,San Cristóbal_no_cotizantes,San José de Ocoa_regionales,Total IV - Enriquillo_no_cotizantes,Bahoruco_no_cotizantes,Barahona_no_cotizantes,Independencia_no_cotizantes,Pedernales_no_cotizantes,Total VI - El Valle_no_cotizantes,Azua_no_cotizantes,Elias Piña_no_cotizantes,San Juan de la Maguana_no_cotizantes,No Especificada_no_cotizantes,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
1434366,497793,497793,386518,10598,100677,101511,101511,5525,6859,25809,32503,30815,313728,177339,21261,29640,126438,48507,25691,7921,9139,5756,30900,5764,7416,4603,13117,56982,31903,13710,11369,113576,57921,10477,43773,3671,23832,5811,12683,3705,1633,31823,11932,3727,16164,407758,6,2014,2014-06-01,1596051,658279,658279,502389,14634,141256,144378,144378,8190,9579,35259,47681,43669,505090,272694,35282,43326,194086,84255,45679,13537,15910,9129,49932,7854,10843,8265,22970,98209,52510,26456,19243,179831,91791,18808,67118,5865,37190,7744,21933,5349,2164,50850,19396,4784,26670,108473,3030417,1156072,1156072,888907,25232,241933,245889,245889,13715,16438,61068,80184,74484,818818,450033,56543,72966,320524,132762,71370,21458,25049,14885,80832,13618,18259,12868,36087,155191,84413,40166,30612,293407,149712,29285,9536,110891,61022,13555,34616,9054,3797,82673,31328,8511,42834,516231
1435833,498770,498770,386861,10678,101231,101609,101609,5543,6853,25776,32676,30761,315444,178309,21420,29584,127305,48852,25930,7958,9211,5753,31134,5817,7481,4647,13189,57149,31969,13797,11383,114229,58158,10497,43964,3697,23962,5798,12809,3716,1639,32109,12023,3774,16312,405781,7,2014,2014-07-01,1601563,658826,658826,501999,14592,142235,145349,145349,8280,9645,35525,48016,43883,507767,274528,35653,43626,195249,84827,45862,13562,16126,9277,50165,7888,10990,8318,22969,98247,52467,26522,19258,180552,92204,18999,67324,5881,37358,7807,21999,5369,2183,50990,19541,4771,26678,109069,3037396,1157596,1157596,888860,25270,243466,246958,246958,13823,16498,61301,80692,74644,823211,452837,57073,73210,322554,133679,71792,21520,25337,15030,81299,13705,18471,12965,36158,155396,84436,40319,30641,294781,150362,29496,9578,111288,61320,13605,34808,9085,3822,83099,31564,8545,42990,514850
1449086,503594,503594,390159,10873,102562,101849,101849,5543,6893,26171,32505,30737,319439,180389,21585,29950,128854,49517,26318,8127,9330,5742,31569,5917,7517,4719,13416,57964,32485,14058,11421,115277,58632,10572,44317,3743,24120,5817,12904,3742,1657,32525,12120,3799,16606,408927,8,2014,2014-08-01,1620325,665504,665504,506478,14818,144208,147506,147506,8484,9890,35950,48771,44411,513010,276938,35890,43792,197256,85914,46693,13752,16220,9249,50779,7977,11055,8384,23363,99379,53057,27014,19308,183189,93326,19277,68107,5942,38275,8022,22575,5451,2227,51588,19723,4827,27038,111116,3069411,1169098,1169098,896637,25691,246770,249355,249355,14027,16783,62121,81276,75148,832449,457327,57475,73742,326110,135431,73011,21879,25550,14991,82348,13894,18572,13103,36779,157343,85542,41072,30729,298466,151958,29849,9685,112424,62395,13839,35479,9193,3884,84113,31843,8626,43644,520043
1452677,504917,504917,390938,10933,103046,102169,102169,5534,6882,26317,32785,30651,320944,181313,21739,29965,129609,49787,26389,8199,9406,5793,31747,6006,7531,4741,13469,58097,32566,14082,11449,115579,58705,10569,44362,3774,24270,5834,12987,3777,1672,32604,12114,3811,16679,409068,9,2014,2014-09-01,1627095,668190,668190,507731,14906,145553,147549,147549,8493,9956,36297,48486,44317,516316,278461,36104,43810,198547,86377,46630,14007,16448,9292,51375,8092,11149,8474,23660,100103,53389,27263,19451,184250,93754,19452,68294,6008,38402,7998,22616,5506,2282,52094,19809,4862,27423,110790,3079772,1173107,1173107,898669,25839,248599,249718,249718,14027,16838,62614,81271,74968,837260,459774,57843,73775,328156,136164,73019,22206,25854,15085,83122,14098,18680,13215,37129,158200,85955,41345,30900,299829,152459,30021,9782,112656,62672,13832,35603,9283,3954,84698,31923,8673,44102,519858
1462438,509689,509689,394269,11197,104223,103140,103140,5641,6938,26235,33226,31100,323969,182246,21960,30250,130036,50621,26771,8307,9608,5935,32333,6052,7676,4837,13768,58769,33078,14034,11657,116924,59142,10606,44713,3823,24644,5929,13175,3827,1713,33138,12301,3906,16931,408716,10,2014,2014-10-01,1639462,672403,672403,509811,15148,147444,149188,149188,8602,9991,36721,49013,44861,520168,280249,36486,44230,199533,86935,46890,14001,16617,9427,51922,8136,11274,8559,23953,101062,54022,27393,19647,186432,94687,19607,68989,6091,38809,8068,22889,5545,2307,52936,20145,4936,27855,111271,3101900,1182092,1182092,904080,26345,251667,252328,252328,14243,16929,62956,82239,75961,844137,462495,58446,74480,329569,137556,73661,22308,26225,15362,84255,14188,18950,13396,37721,159831,87100,41427,31304,303356,153829,30213,9914,113702,63453,13997,36064,9372,4020,86074,32446,8842,44786,519987
1481830,513292,513292,396843,11302,105147,104122,104122,5766,7180,26473,33420,31283,328476,184429,22906,30547,130976,51782,27355,8527,9777,6123,32618,6117,7782,4872,13847,59647,33393,14368,11886,118984,60175,10891,45284,4000,24927,6017,13328,3847,1735,33882,12546,4061,17275,416956,11,2014,2014-11-01,1646632,674633,674633,510812,15196,148625,149765,149765,8673,10177,36758,49182,44975,523212,281699,36722,44552,200425,87986,47402,14172,16774,9638,52114,8209,11394,8555,23956,101413,54145,27496,19772,187411,95042,19794,69116,6132,39086,8147,23058,5539,2342,53283,20393,4972,27918,111611,3128462,1187925,1187925,907655,26498,253772,253887,253887,14439,17357,63231,82602,76258,851688,466128,59628,75099,331401,139768,74757,22699,26551,15761,84732,14326,19176,13427,37803,161060,87538,41864,31658,306395,155217,30685,10132,114400,64013,14164,36386,9386,4077,87165,32939,9033,45193,528567
1490278,515680,515680,398103,11462,106115,105284,105284,5826,7221,26963,33468,31806,330182,185187,23039,30946,131202,52291,27512,8627,9901,6251,32840,6174,7862,4890,13914,59864,33306,14566,11992,120059,60599,11017,45618,3964,25105,6090,13363,3984,1668,34355,12745,4145,17465,419073,12,2014,2014-12-01,1651321,678715,678715,514073,15256,149386,150368,150368,8719,10231,37232,49070,45116,523659,281928,36808,44496,200624,88125,47448,14193,16776,9708,52105,8280,11390,8604,23831,101501,54078,27474,19949,188146,95197,19798,69247,6152,39352,8251,23122,5613,2366,53597,20495,5055,28047,110433,3141599,1194395,1194395,912176,26718,255501,255652,255652,14545,17452,64195,82538,76922,853841,467115,59847,75442,331826,140416,74960,22820,26677,15959,84945,14454,19252,13494,37745,161365,87384,42040,31941,308205,155796,30815,10116,114865,64457,14341,36485,9597,4034,87952,33240,9200,45512,529506
1495602,518392,518392,399427,11487,107478,106855,106855,5933,7350,27576,34086,31910,330563,185040,23216,31599,130225,52648,27673,8741,9946,6288,32948,6148,7897,4915,13988,59927,33264,14670,11993,120817,61044,11149,45884,4011,25115,6181,13417,3963,1554,34658,12891,4156,17611,418975,1,2015,2015-01-01,1659767,678774,678774,512055,15477,151242,151011,151011,8821,10370,37493,49312,45015,529157,283908,37293,45277,201338,89575,47956,14615,17157,9847,52794,8336,11535,8797,24126,102880,54782,27821,20277,190764,96349,20214,69796,6339,39651,8513,23406,5695,2037,54764,21068,5130,28566,110061,3155369,1197166,1197166,911482,26964,258720,257866,257866,14754,17720,65069,83398,76925,859720,468948,60509,76876,331563,142223,75629,23356,27103,16135,85742,14484,19432,13712,38114,162807,88046,42491,32270,311581,157393,31363,10350,115680,64766,14694,36823,9658,3591,89422,33959,9286,46177,529036
1488867,515780,515780,397519,11486,106775,107219,107219,5972,7388,27741,34033,32085,330194,185211,23142,31822,130247,52052,26896,8735,10055,6366,33169,6162,7968,4933,14106,59762,33051,14808,11903,120676,61214,11110,46084,4020,24935,6145,13264,3953,1573,34527,12748,4195,17584,414998,2,2015,2015-02-01,1668488,680123,680123,512218,15754,152151,152619,152619,8957,10587,38020,49679,45376,531351,285251,37861,45667,201723,89856,47360,14808,17560,10128,53327,8398,11689,8871,24369,102917,54350,28205,20362,192654,97127,20534,70073,6520,40024,8597,23594,5761,2072,55503,21338,5213,28952,111741,3157355,1195903,1195903,909737,27240,258926,259838,259838,14929,17975,65761,83712,77461,861545,470462,61003,77489,331970,141908,74256,23543,27615,16494,86496,14560,19657,13804,38475,162679,87401,43013,32265,313330,158341,31644,10540,116157,64959,14742,36858,9714,3645,90030,34086,9408,46536,526739
1501745,516370,516370,398291,11368,106711,106912,106912,5983,7368,27546,33986,32029,333127,186495,23165,32065,131265,53037,27818,8733,10131,6355,33216,6175,7945,4938,14158,60379,33599,14775,12005,121085,61414,11256,46139,4019,25104,6171,13422,3896,1615,34567,12858,4191,17518,424251,3,2015,2015-03-01,1693905,692228,692228,520233,15937,156058,154641,154641,9048,10786,38690,50161,45956,538626,287582,37723,46429,203430,91933,48981,14918,17799,10235,54046,8501,11850,8973,24722,105065,55784,28516,20765,196220,98697,21054,71083,6560,41097,8910,24224,5800,2163,56426,21728,5281,29417,112190,3195650,1208598,1208598,918524,27305,262769,261553,261553,15031,18154,66236,84147,77985,871753,474077,60888,78494,334695,144970,76799,23651,27930,16590,87262,14676,19795,13911,38880,165444,89383,43291,32770,317305,160111,32310,10579,117222,66201,15081,37646,9696,3778,90993,34586,9472,46935,536441
1532659,525918,525918,404640,11586,109692,109534,109534,6170,7536,28334,34707,32787,342923,192513,24075,32770,135668,54598,28771,8953,10355,6519,34078,6313,8236,5042,14487,61734,34404,15074,12256,123839,62846,11631,47123,4092,25711,6318,13739,4002,1652,35282,13126,4334,17822,430445,4,2015,2015-04-01,1707228,697762,697762,523692,16103,157967,156358,156358,9149,10979,39179,50747,46304,544077,290740,38542,46810,205388,92848,49500,15053,17904,10391,54676,8566,12075,9116,24919,105813,56185,28643,20985,198042,99673,21269,71733,6671,41417,8950,24371,5907,2189,56952,21914,5338,29700,110989,3239887,1223680,1223680,928332,27689,267659,265892,265892,15319,18515,67513,85454,79091,887000,483253,62617,79580,341056,147446,78271,24006,28259,16910,88754,14879,20311,14158,39406,167547,90589,43717,33241,321881,162519,32900,10763,118856,67128,15268,38110,9909,3841,92234,35040,9672,47522,541434
1546837,530202,530202,407159,11695,111348,110435,110435,6189,7569,28492,34904,33281,346646,194446,24163,32941,137342,55085,29099,8871,10540,6575,34496,6360,8304,5063,14769,62619,34941,15246,12432,124393,63022,11701,47180,4141,25830,6311,13865,3994,1660,35541,13164,4338,18039,435161,5,2015,2015-05-01,1723153,703308,703308,527563,16234,159511,158087,158087,9240,11144,39812,51066,46825,550218,293426,38838,46953,207635,94252,50200,15249,18275,10528,55402,8616,12239,9203,25344,107138,56823,29073,21242,199300,100412,21381,72329,6702,41449,8991,24461,5829,2168,57439,22054,5420,29965,112240,3269990,1233510,1233510,934722,27929,270859,268522,268522,15429,18713,68304,85970,80106,896864,487872,63001,79894,344977,149337,79299,24120,28815,17103,89898,14976,20543,14266,40113,169757,91764,44319,33674,323693,163434,33082,10843,119509,67279,15302,38326,9823,3828,92980,35218,9758,48004,547401
1555911,532245,532245,407967,11809,112469,110429,110429,6201,7546,28442,34812,33428,348879,195767,24378,32871,138518,55457,29384,9002,10448,6623,34718,6393,8341,5127,14857,62937,35317,15172,12448,125362,63539,11867,47511,4161,26123,6370,13980,4068,1705,35700,13239,4274,18187,438996,6,2015,2015-06-01,1729070,705793,705793,528684,16334,160775,159060,159060,9321,11237,40150,51224,47128,551866,294364,39034,47349,207981,94560,50446,15276,18279,10559,55370,8682,12192,9177,25319,107572,57136,29135,21301,200069,100683,21401,72539,6743,41722,9048,24562,5937,2175,57664,22126,5423,30115,112282,3284981,1238038,1238038,936651,28143,273244,269489,269489,15522,18783,68592,86036,80556,900745,490131,63412,80220,346499,150017,79830,24278,28727,17182,90088,15075,20533,14304,40176,170509,92453,44307,33749,325431,164222,33268,10904,120050,67845,15418,38542,10005,3880,93364,35365,9697,48302,551278
1558424,532712,532712,407810,11866,113036,110503,110503,6142,7518,28476,34959,33408,349022,196009,24325,33032,138652,55400,29333,8973,10423,6671,34701,6380,8424,5136,14761,62912,35360,15142,12410,126303,64065,11932,47912,4221,26238,6365,14080,4099,1694,36000,13330,4345,18325,439884,7,2015,2015-07-01,1729750,704057,704057,527330,16398,160329,159134,159134,9328,11274,40341,51271,46920,554173,296137,39189,47615,209333,94928,50652,15268,18313,10695,55859,8705,12374,9236,25544,107249,57102,28900,21247,200694,100871,21481,72610,6780,41753,9025,24545,5964,2219,58070,22285,5507,30278,111692,3288174,1236769,1236769,935140,28264,273365,269637,269637,15470,18792,68817,86230,80328,903195,492146,63514,80647,347985,150328,79985,24241,28736,17366,90560,15085,20798,14372,40305,170161,92462,44042,33657,326997,164936,33413,11001,120522,67991,15390,38625,10063,3913,94070,35615,9852,48603,551576
1562783,537129,537129,410254,11916,114959,111699,111699,6252,7608,28793,35075,33971,349784,196862,24451,33187,139224,54718,28686,8972,10347,6713,34707,6428,8410,5144,14725,63497,35810,15247,12440,126452,64041,11905,47881,4255,26073,6262,14006,4026,1779,36338,13469,4406,18463,437719,8,2015,2015-08-01,1741298,709025,709025,530134,16498,162393,161394,161394,9500,11393,40882,51784,47835,557172,297225,39305,47969,209951,95814,51501,15355,18375,10583,55970,8764,12340,9306,25560,108163,57714,29083,21366,201702,101104,21515,72767,6822,42062,9160,24657,5951,2294,58536,22475,5551,30510,112005,3304081,1246154,1246154,940388,28414,277352,273093,273093,15752,19001,69675,86859,81806,906956,494087,63756,81156,349175,150532,80187,24327,28722,17296,90677,15192,20750,14450,40285,171660,93524,44330,33806,328154,165145,33420,11077,120648,68135,15422,38663,9977,4073,94874,35944,9957,48973,549724
1554147,534051,534051,408229,11916,113906,110466,110466,6148,7500,28546,34820,33452,346225,194127,24320,32727,137080,54897,28996,8857,10416,6628,34205,6358,8333,5162,14352,62996,35317,15295,12384,125855,63641,11705,47720,4216,26119,6316,13945,4094,1764,36095,13381,4395,18319,437550,9,2015,2015-09-01,1743775,709681,709681,529992,16686,163003,161542,161542,9587,11364,40928,51713,47950,558037,297589,39379,47948,210262,95594,51151,15342,18373,10728,56140,8801,12486,9244,25609,108714,57891,29234,21589,202375,101114,21277,73001,6836,42247,9138,24689,6113,2307,59014,22560,5666,30788,112140,3297922,1243732,1243732,938221,28602,276909,272008,272008,15735,18864,69474,86533,81402,904262,491716,63699,80675,347342,150491,80147,24199,28789,17356,90345,15159,20819,14406,39961,171710,93208,44529,33973,328230,164755,32982,11052,120721,68366,15454,38634,10207,4071,95109,35941,10061,49107,549690
1578705,541033,541033,413096,12098,115839,110826,110826,6211,7642,28562,34770,33641,352034,197201,25092,33158,138951,55878,29439,9010,10623,6806,34890,6414,8558,5256,14662,64065,36024,15476,12565,128649,65032,11966,48746,4320,26730,6403,14342,4166,1819,36887,13644,4455,18788,446163,10,2015,2015-10-01,1757025,716003,716003,534048,16678,165277,162352,162352,9538,11432,41254,52002,48126,562713,300278,39860,48479,211939,96405,51642,15413,18520,10830,56392,8806,12606,9323,25657,109638,58340,29569,21729,203906,102114,21816,73382,6916,42416,9205,24782,6129,2300,59376,22677,5676,31023,112051,3335730,1257036,1257036,947144,28776,281116,273178,273178,15749,19074,69816,86772,81767,914747,497479,64952,81637,350890,152283,81081,24423,29143,17636,91282,15220,21164,14579,40319,173703,94364,45045,34294,332555,167146,33782,11236,122128,69146,15608,39124,10295,4119,96263,36321,10131,49811,558214
1592092,546408,546408,417273,12332,116803,111417,111417,6300,7714,28688,34819,33896,355331,198239,25185,33487,139567,56749,29701,9159,10915,6974,35160,6471,8544,5315,14830,65183,36565,15826,12792,129993,65793,12190,49220,4383,26883,6438,14512,4119,1814,37317,13781,4510,19026,448943,11,2015,2015-11-01,1760607,717730,717730,534453,16737,166540,162904,162904,9633,11446,41378,51768,48679,563597,300388,39816,48200,212372,96737,51700,15407,18645,10985,56311,8815,12535,9369,25592,110161,58569,29794,21798,204932,102348,21859,73552,6937,42738,9310,25015,6114,2299,59846,22841,5733,31272,111444,3352699,1264138,1264138,951726,29069,283343,274321,274321,15933,19160,70066,86587,82575,918928,498627,65001,81687,351939,153486,81401,24566,29560,17959,91471,15286,21079,14684,40422,175344,95134,45620,34590,334925,168141,34049,11320,122772,69621,15748,39527,10233,4113,97163,36622,10243,50298,560387
1590486,549368,549368,419981,12332,117055,111576,111576,6358,7707,29098,35194,33219,354978,197417,25346,33479,138592,57006,29701,9158,11023,7124,35092,6453,8534,5311,14794,65463,36696,16009,12758,130570,66478,12424,49609,4445,26743,6434,14490,4104,1715,37349,13824,4443,19082,443994,12,2015,2015-12-01,1749352,712065,712065,530411,16610,165044,161014,161014,9498,11303,41223,51465,47525,562055,299772,39844,47942,211986,96330,51478,15369,18553,10930,56137,8809,12559,9336,25433,109816,58426,29790,21600,204192,101918,21907,73120,6891,42574,9272,24842,6132,2328,59700,22778,5677,31245,110026,3339838,1261433,1261433,950392,28942,282099,272590,272590,15856,19010,70321,86659,80744,917033,497189,65190,81421,350578,153336,81179,24527,29576,18054,91229,15262,21093,14647,40227,175279,95122,45799,34358,334762,168396,34331,11336,122729,69317,15706,39332,10236,4043,97049,36602,10120,50327,554020
1599437,552893,552893,422679,12380,117834,113415,113415,6349,7814,29459,35432,34361,355566,197540,25330,33958,138252,57027,29694,9216,11000,7117,35279,6491,8554,5345,14889,65720,36748,16097,12875,130961,66407,12355,49630,4422,27038,6490,14615,4129,1804,37516,13824,4519,19173,446602,1,2016,2016-01-01,1764431,718470,718470,534208,16830,167432,163908,163908,9625,11534,41991,52044,48714,565782,300739,40430,48165,212144,97346,52056,15601,18626,11063,56768,8949,12666,9517,25636,110929,58974,29996,21959,206278,102887,22009,73862,7016,42740,9369,24973,6086,2312,60651,23109,5798,31744,109993,3363868,1271363,1271363,956887,29210,285266,277323,277323,15974,19348,71450,87476,83075,921348,498279,65760,82123,350396,154373,81750,24817,29626,18180,92047,15440,21220,14862,40525,176649,95722,46093,34834,337239,169294,34364,11438,123492,69778,15859,39588,10215,4116,98167,36933,10317,50917,556595
1595386,551516,551516,421613,12320,117583,113522,113522,6425,7878,29412,35465,34342,354669,196893,24988,34090,137815,57257,29919,9201,11087,7050,35233,6410,8534,5351,14938,65286,36613,15941,12732,130370,65687,11841,49441,4405,27115,6490,14804,4022,1799,37568,13921,4525,19122,445309,2,2016,2016-02-01,1780045,723161,723161,537539,16971,168651,165463,165463,9689,11656,42381,52589,49148,570682,304313,41034,48742,214537,97799,52452,15667,18607,11073,57321,8993,12748,9643,25937,111249,59455,29936,21858,208379,103941,22167,74674,7100,43333,9518,25429,5978,2408,61105,23251,5814,32040,112360,3375431,1274677,1274677,959152,29291,286234,278985,278985,16114,19534,71793,88054,83490,925351,501206,66022,82832,352352,155056,82371,24868,29694,18123,92554,15403,21282,14994,40875,176535,96068,45877,34590,338749,169628,34008,11505,124115,70448,16008,40233,10000,4207,98673,37172,10339,51162,557669
1652491,584364,584364,445808,13302,125254,115925,115925,6614,8104,29742,35660,35805,364158,201952,25683,34959,141310,58783,30700,9418,11317,7348,36373,6674,8848,5485,15366,67050,37632,16257,13161,136597,67966,11988,51493,4485,28786,6952,15746,4369,1719,39845,14906,4820,20119,451447,3,2016,2016-03-01,1807390,740955,740955,550121,17306,173528,167501,167501,9880,11881,43213,52523,50004,575533,305784,40631,49307,215846,99069,53067,15853,18892,11257,58004,9118,12946,9822,26118,112676,60143,30394,22139,211915,105142,22106,75917,7119,44435,9680,26129,6288,2338,62338,23810,5942,32586,111486,3459881,1325319,1325319,995929,30608,298782,283426,283426,16494,19985,72955,88183,85809,939691,507736,66314,84266,357156,157852,83767,25271,30209,18605,94377,15792,21794,15307,41484,179726,97775,46651,35300,348512,173108,34094,11604,127410,73221,16632,41875,10657,4057,102183,38716,10762,52705,562933
1657142,584401,584401,445925,13287,125189,115959,115959,6620,8127,29762,35691,35759,366484,203491,25942,34974,142575,59051,30874,9446,11388,7343,36424,6705,8753,5502,15464,67518,37968,16309,13241,135308,67392,11865,51080,4447,28664,6934,15655,4361,1714,39252,14392,4793,20067,454990,4,2016,2016-04-01,1816638,745250,745250,552744,17471,175035,167858,167858,9964,11878,43287,52662,50067,580143,308409,41176,49641,217592,99687,53464,15902,18968,11353,58276,9193,12966,9791,26326,113771,60643,30687,22441,212119,104699,21694,75952,7053,44719,9757,26253,6322,2387,62701,23867,6010,32824,111268,3473780,1329651,1329651,998669,30758,300224,283817,283817,16584,20005,73049,88353,85826,946627,511900,67118,84615,360167,158738,84338,25348,30356,18696,94700,15898,21719,15293,41790,181289,98611,46996,35682,347427,172091,33559,11500,127032,73383,16691,41908,10683,4101,101953,38259,10803,52891,566258
1669320,589076,589076,449408,13427,126241,116709,116709,6680,8154,29852,35991,36032,370384,205910,26241,35247,144422,59585,31195,9450,11535,7405,36836,6693,8912,5520,15711,68053,38214,16394,13445,136706,68315,12004,51853,4458,28952,6993,15856,4378,1725,39439,14314,4841,20284,456445,5,2016,2016-05-01,1833165,753484,753484,558017,17677,177790,169863,169863,10094,12040,43881,53207,50641,584853,311023,41484,50327,219212,100340,53682,15900,19228,11530,58883,9273,13101,9870,26639,114607,61110,30801,22696,214653,105836,21751,77056,7029,45586,9930,26829,6442,2385,63231,23920,6107,33204,110312,3502485,1342560,1342560,1007425,31104,304031,286572,286572,16774,20194,73733,89198,86673,955237,516933,67725,85574,363634,159925,84877,25350,30763,18935,95719,15966,22013,15390,42350,182660,99324,47195,36141,351359,174151,33755,11487,128909,74538,16923,42685,10820,4110,102670,38234,10948,53488,566757
1665658,588865,588865,448712,13404,126749,116042,116042,6708,8136,29915,35880,35403,369153,203895,26302,35089,142504,59892,31428,9577,11577,7310,36812,6790,8810,5522,15690,68554,38505,16584,13465,137058,68592,12274,51830,4488,28940,7002,15753,4385,1800,39526,14251,4860,20415,454540,6,2016,2016-06-01,1835056,753654,753654,557583,17713,178358,170138,170138,10125,12111,44104,53321,50477,585906,310438,41620,50662,218156,100963,54096,16104,19296,11467,59070,9307,13213,9904,26646,115435,61504,31114,22817,214959,105714,22048,76582,7084,45692,9919,26889,6464,2420,63553,24030,6134,33389,110399,3500714,1342519,1342519,1006295,31117,305107,286180,286180,16833,20247,74019,89201,85880,955059,514333,67922,85751,360660,160855,85524,25681,30873,18777,95882,16097,22023,15426,42336,183989,100009,47698,36282,352017,174306,34322,11572,128412,74632,16921,42642,10849,4220,103079,38281,10994,53804,564939
1679321,592517,592517,450862,13506,128149,117489,117489,6739,8127,30266,36150,36207,372322,207178,26714,35071,145393,59713,31341,9638,11445,7289,36915,6803,8842,5460,15810,68516,38659,16380,13477,137640,69251,12424,52280,4547,28774,6999,15653,4392,1730,39615,14341,4842,20432,459353,7,2016,2016-07-01,1859573,762455,762455,562894,18066,181495,172923,172923,10234,12293,44762,53782,51852,594747,316259,42604,51121,222534,102205,54835,16319,19462,11589,59571,9451,13236,9988,26896,116712,62226,31416,23070,218106,107712,22617,77915,7180,46009,9989,27000,6600,2420,64385,24363,6206,33816,111342,3538894,1354972,1354972,1013756,31572,309644,290412,290412,16973,20420,75028,89932,88059,967069,523437,69318,86192,367927,161918,86176,25957,30907,18878,96486,16254,22078,15448,42706,185228,100885,47796,36547,355746,176963,35041,11727,130195,74783,16988,42653,10992,4150,104000,38704,11048,54248,570695
1674386,593451,593451,450659,13504,129288,117315,117315,6649,8154,30749,35942,35821,369942,205322,26521,35278,143523,59565,31200,9561,11468,7336,36932,6837,8765,5513,15817,68123,38568,16169,13386,137510,69406,12491,52383,4532,28275,6823,15503,4342,1607,39829,14554,4856,20419,456168,8,2016,2016-08-01,1864357,766743,766743,565240,18092,183411,173335,173335,10334,12316,44966,53946,51773,593296,314818,42673,51397,220748,101897,54775,16228,19318,11576,59787,9531,13261,9931,27064,116794,62363,31283,23148,218941,107935,22648,78112,7175,46264,10000,27330,6589,2345,64742,24598,6235,33909,112042,3538743,1360194,1360194,1015899,31596,312699,290650,290650,16983,20470,75715,89888,87594,963238,520140,69194,86675,364271,161462,85975,25789,30786,18912,96719,16368,22026,15444,42881,184917,100931,47452,36534,356451,177341,35139,11707,130495,74539,16823,42833,10931,3952,104571,39152,11091,54328,568210
